1,2016/5/4,106.576,107.446,106.247,106.988
1,2016/5/3,106.392,106.68,105.547,106.677
1,2016/5/2,106.308,106.817,106.133,106.406
1,2016/4/29,108.102,108.195,106.273,106.386
1,2016/4/28,111.422,111.876,107.863,108.106
1,2016/4/27,111.293,111.729,111.026,111.492
1,2016/4/26,111.208,111.471,110.668,111.302
1,2016/4/25,111.766,111.776,110.836,111.194
1,2016/4/22,109.418,111.798,109.26,111.695
1,2016/4/21,109.778,109.89,109.315,109.465
1,2016/4/20,109.19,109.876,108.754,109.8
1,2016/4/19,108.751,109.478,108.751,109.232
1,2016/4/18,108.142,108.984,107.836,108.832
1,2016/4/15,109.356,109.725,108.597,108.678
1,2016/4/14,109.302,109.544,108.893,109.348
1,2016/4/13,108.509,109.397,108.495,109.363
1,2016/4/12,107.915,108.788,107.868,108.573
1,2016/4/11,108.067,108.437,107.624,107.951
1,2016/4/8,108.167,109.091,108.063,108.084
1,2016/4/7,109.758,109.905,107.661,108.242
1,2016/4/6,110.282,110.632,109.315,109.798
1,2016/4/5,111.252,111.339,109.917,110.279
1,2016/4/4,111.557,111.794,111.096,111.309
1,2016/4/1,112.544,112.577,111.591,111.616
1,2016/3/31,112.396,112.66,112.11,112.595
1,2016/3/30,112.64,112.799,112.02,112.411
1,2016/3/29,113.443,113.793,112.607,112.77
1,2016/3/28,113.303,113.682,113.148,113.452
1,2016/3/25,112.833,113.314,112.751,113.126
1,2016/3/24,112.348,112.998,112.294,112.865
1,2016/3/23,112.332,112.898,112.139,112.412
1,2016/3/22,111.926,112.482,111.381,112.356
1,2016/3/21,111.521,111.973,111.219,111.967
1,2016/3/18,111.375,111.756,110.821,111.572
1,2016/3/17,112.551,112.949,110.659,111.388
1,2016/3/16,113.116,113.812,112.332,112.564
1,2016/3/15,113.749,114.12,112.634,113.145
1,2016/3/14,113.904,113.999,113.51,113.777
1,2016/3/11,113.174,113.91,112.755,113.793
1,2016/3/10,113.352,114.437,112.607,113.168
1,2016/3/9,112.613,113.447,112.227,113.329
1,2016/3/8,113.405,113.517,112.423,112.638
1,2016/3/7,113.912,113.92,113.222,113.471
1,2016/3/4,113.646,114.248,113.125,113.801
1,2016/3/3,113.456,114.262,113.292,113.68
1,2016/3/2,114.097,114.547,113.213,113.451
1,2016/3/1,112.667,114.184,112.161,113.968
1,2016/2/29,113.93,113.975,112.655,112.659
1,2016/2/26,112.963,113.983,112.562,113.958
1,2016/2/25,112.165,113.015,111.89,112.975
1,2016/2/24,112.082,112.255,111.044,112.159
1,2016/2/23,112.84,113.046,111.779,112.117
1,2016/2/22,112.545,113.378,112.425,112.919
1,2016/2/19,113.218,113.368,112.303,112.653
1,2016/2/18,114.059,114.321,113.137,113.269
1,2016/2/17,114.038,114.497,113.374,114.082
1,2016/2/16,114.592,114.869,113.591,114.06
1,2016/2/15,113.372,114.728,113.273,114.599
1,2016/2/12,112.361,113.531,111.673,113.295
1,2016/2/11,113.37,113.582,110.955,112.396
1,2016/2/10,115.092,115.258,113.113,113.322
1,2016/2/9,115.795,115.812,114.206,115.126
1,2016/2/8,116.769,117.516,115.168,115.844
1,2016/2/5,116.76,117.418,116.196,116.88
1,2016/2/4,117.935,118.234,116.524,116.762
1,2016/2/3,119.932,120.039,117.044,117.834
1,2016/2/2,120.988,121.03,119.837,119.951
1,2016/2/1,121.312,121.481,120.686,120.958
1,2016/1/29,118.79,121.687,118.354,121.053
1,2016/1/28,118.646,118.985,118.413,118.806
1,2016/1/27,118.409,119.036,118.04,118.654
1,2016/1/26,118.273,118.615,117.655,118.422
1,2016/1/25,118.608,118.856,118.174,118.325
1,2016/1/22,117.768,118.869,117.538,118.774
1,2016/1/21,116.891,117.804,116.467,117.73
1,2016/1/20,117.635,117.673,115.967,116.949
1,2016/1/19,117.287,118.108,117.233,117.636
1,2016/1/18,116.63,117.433,116.619,117.312
1,2016/1/15,118.079,118.267,116.501,117.041
1,2016/1/14,117.621,118.271,117.298,118.057
1,2016/1/13,117.628,118.37,117.627,117.713
1,2016/1/12,117.785,118.067,117.226,117.64
1,2016/1/11,117.168,118.019,116.679,117.764
1,2016/1/8,117.603,118.773,117.45,117.507
1,2016/1/7,118.45,118.751,117.315,117.634
1,2016/1/6,119.006,119.165,118.252,118.489
1,2016/1/5,119.376,119.696,118.797,119.035
1,2016/1/4,120.11,120.462,118.699,119.411
1,2015/12/31,120.477,120.576,120.004,120.195
1,2015/12/30,120.411,120.645,120.353,120.515
1,2015/12/29,120.368,120.499,120.235,120.467
1,2015/12/28,120.111,120.622,120.023,120.371
1,2015/12/25,120.362,120.39,120.048,120.067
1,2015/12/24,120.893,120.978,120.248,120.406
1,2015/12/23,121.047,121.132,120.813,120.891
1,2015/12/22,121.155,121.305,120.715,121.091
1,2015/12/21,121.138,121.5,120.839,121.205
1,2015/12/18,122.471,123.527,121.03,121.214
1,2015/12/17,122.183,122.87,122.181,122.548
1,2015/12/16,121.652,122.426,121.383,122.225
1,2015/12/15,121.018,121.786,120.573,121.679
1,2015/12/14,121.141,121.348,120.335,120.967
1,2015/12/11,121.556,122.22,120.568,120.853
1,2015/12/10,121.457,121.863,121.244,121.61
1,2015/12/9,122.901,123.04,121.056,121.414
1,2015/12/8,123.338,123.386,122.721,122.964
1,2015/12/7,123.166,123.469,123.144,123.359
1,2015/12/4,122.546,123.366,122.478,123.155
1,2015/12/3,123.219,123.557,122.296,122.59
1,2015/12/2,122.833,123.662,122.827,123.218
1,2015/12/1,123.05,123.268,122.643,122.861
1,2015/11/30,122.796,123.334,122.684,123.087
1,2015/11/27,122.565,122.87,122.308,122.839
1,2015/11/26,122.692,122.733,122.5,122.636
1,2015/11/25,122.529,122.931,122.254,122.703
1,2015/11/24,122.816,122.958,122.305,122.547
1,2015/11/23,122.833,123.252,122.78,122.827
1,2015/11/20,122.843,123.047,122.721,122.85
